Id,,len,datetime,open,high,low,close,volume,openinterest,myStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
993,,993,2019-01-18 00:00:00,20472.810546875,20682.119140625,20454.130859375,20666.0703125,64700.0,,myStrategy,993,737077.0,Broker,993,371689.08627037995,925290.7260277147,BuySell,993,,,Trades - Net Profit/Loss,993,,
994,,994,2019-01-21 00:00:00,20848.380859375,20892.6796875,20678.259765625,20719.330078125,61200.0,,myStrategy,994,737080.0,Broker,994,371689.08627037995,926717.4459186877,BuySell,994,,,Trades - Net Profit/Loss,994,,
995,,995,2019-01-22 00:00:00,20770.060546875,20805.9296875,20558.30078125,20622.91015625,57100.0,,myStrategy,995,737081.0,Broker,995,371689.08627037995,924134.5539586721,BuySell,995,,,Trades - Net Profit/Loss,995,,
996,,996,2019-01-23 00:00:00,20453.439453125,20686.2890625,20438.220703125,20593.720703125,0.0,,myStrategy,996,737082.0,Broker,996,371689.08627037995,923352.6283739205,BuySell,996,,,Trades - Net Profit/Loss,996,,
997,,997,2019-01-24 00:00:00,20506.240234375,20620.720703125,20467.58984375,20574.630859375,61400.0,,myStrategy,997,737083.0,Broker,997,371689.08627037995,922841.2506110993,BuySell,997,,,Trades - Net Profit/Loss,997,,
998,,998,2019-01-25 00:00:00,20598.640625,20844.310546875,20598.640625,20773.560546875,68400.0,,myStrategy,998,737084.0,Broker,998,371689.08627037995,928170.1689555706,BuySell,998,,,Trades - Net Profit/Loss,998,,
999,,999,2019-01-28 00:00:00,20746.2890625,20759.48046875,20624.55078125,20649.0,56800.0,,myStrategy,999,737087.0,Broker,999,371689.08627037995,924833.4473652369,BuySell,999,,,Trades - Net Profit/Loss,999,,
1000,,1000,2019-01-29 00:00:00,20555.439453125,20673.66015625,20406.220703125,20664.640625,63100.0,,myStrategy,1000,737088.0,Broker,1000,371689.08627037995,925252.4276317268,BuySell,1000,,,Trades - Net Profit/Loss,1000,,
1001,,1001,2019-01-30 00:00:00,20701.619140625,20706.26953125,20527.529296875,20556.5390625,72100.0,,myStrategy,1001,737089.0,Broker,1001,371689.08627037995,922356.6084771713,BuySell,1001,,,Trades - Net Profit/Loss,1001,,
1002,,1002,2019-01-31 00:00:00,20832.91015625,20869.419921875,20682.91015625,20773.490234375,75700.0,,myStrategy,1002,737090.0,Broker,1002,371689.08627037995,928168.285427899,BuySell,1002,,,Trades - Net Profit/Loss,1002,,
1003,,1003,2019-02-01 00:00:00,20797.029296875,20929.630859375,20741.98046875,20788.390625,82200.0,,myStrategy,1003,737091.0,Broker,1003,371689.08627037995,928567.4363336246,BuySell,1003,,,Trades - Net Profit/Loss,1003,,
1004,,1004,2019-02-04 00:00:00,20831.900390625,20922.580078125,20823.6796875,20883.76953125,66600.0,,myStrategy,1004,737094.0,Broker,1004,371689.08627037995,931122.441620059,BuySell,1004,,,Trades - Net Profit/Loss,1004,,
1005,,1005,2019-02-05 00:00:00,20960.470703125,20981.23046875,20823.1796875,20844.44921875,65500.0,,myStrategy,1005,737095.0,Broker,1005,371689.08627037995,930069.1310899673,BuySell,1005,,,Trades - Net Profit/Loss,1005,,
1006,,1006,2019-02-06 00:00:00,20928.869140625,20971.66015625,20860.990234375,20874.060546875,68900.0,,myStrategy,1006,737096.0,Broker,1006,371689.08627037995,930862.3578407482,BuySell,1006,,,Trades - Net Profit/Loss,1006,,
1007,,1007,2019-02-07 00:00:00,20812.220703125,20844.76953125,20665.509765625,20751.279296875,70600.0,,myStrategy,1007,737097.0,Broker,1007,371689.08627037995,927573.299964547,BuySell,1007,,,Trades - Net Profit/Loss,1007,,
1008,,1008,2019-02-08 00:00:00,20510.5,20562.390625,20315.310546875,20333.169921875,86200.0,,myStrategy,1008,737098.0,Broker,1008,371689.08627037995,916373.007306203,BuySell,1008,,,Trades - Net Profit/Loss,1008,,
1009,,1009,2019-02-12 00:00:00,20442.55078125,20885.880859375,20428.5703125,20864.2109375,84100.0,,myStrategy,1009,737102.0,Broker,1009,371689.08627037995,930598.5070060942,BuySell,1009,,,Trades - Net Profit/Loss,1009,,
1010,,1010,2019-02-13 00:00:00,21029.9296875,21213.740234375,20992.880859375,21144.48046875,78600.0,,myStrategy,1010,737103.0,Broker,1010,371689.08627037995,938106.3529452505,BuySell,1010,,,Trades - Net Profit/Loss,1010,,
1011,,1011,2019-02-14 00:00:00,21147.890625,21235.619140625,21102.16015625,21139.7109375,64500.0,,myStrategy,1011,737104.0,Broker,1011,371689.08627037995,937978.5869848648,BuySell,1011,,,Trades - Net Profit/Loss,1011,,
1012,,1012,2019-02-15 00:00:00,21051.509765625,21051.509765625,20853.330078125,20900.630859375,65600.0,,myStrategy,1012,737105.0,Broker,1012,371689.08627037995,931574.1220197352,BuySell,1012,,,Trades - Net Profit/Loss,1012,,
1013,,1013,2019-02-18 00:00:00,21217.3203125,21306.359375,21189.970703125,21281.849609375,61800.0,,myStrategy,1013,737108.0,Broker,1013,371689.08627037995,941786.1904930816,BuySell,1013,,,Trades - Net Profit/Loss,1013,,
1014,,1014,2019-02-19 00:00:00,21256.580078125,21344.169921875,21217.16015625,21302.650390625,53600.0,,myStrategy,1014,737109.0,Broker,1014,371689.08627037995,942343.4007625767,BuySell,1014,,,Trades - Net Profit/Loss,1014,,
1015,,1015,2019-02-20 00:00:00,21346.0390625,21494.849609375,21315.390625,21431.490234375,59700.0,,myStrategy,1015,737110.0,Broker,1015,371689.08627037995,945794.7559398083,BuySell,1015,,,Trades - Net Profit/Loss,1015,,
1016,,1016,2019-02-21 00:00:00,21422.310546875,21553.349609375,21318.740234375,21464.23046875,68400.0,,myStrategy,1016,737111.0,Broker,1016,371689.08627037995,946671.7996719724,BuySell,1016,,,Trades - Net Profit/Loss,1016,,
1017,,1017,2019-02-22 00:00:00,21376.359375,21451.23046875,21348.669921875,21425.509765625,52400.0,,myStrategy,1017,737112.0,Broker,1017,371689.08627037995,945634.5514473019,BuySell,1017,,,Trades - Net Profit/Loss,1017,,
1018,,1018,2019-02-25 00:00:00,21567.66015625,21590.029296875,21505.0703125,21528.23046875,51800.0,,myStrategy,1018,737115.0,Broker,1018,371689.08627037995,948386.2284147721,BuySell,1018,,,Trades - Net Profit/Loss,1018,,
1019,,1019,2019-02-26 00:00:00,21556.01953125,21610.880859375,21405.83984375,21449.390625,56400.0,,myStrategy,1019,737116.0,Broker,1019,371689.08627037995,946274.2706928527,BuySell,1019,,,Trades - Net Profit/Loss,1019,,
1020,,1020,2019-02-27 00:00:00,21504.609375,21578.810546875,21492.650390625,21556.509765625,67700.0,,myStrategy,1020,737117.0,Broker,1020,371689.08627037995,949143.7727802199,BuySell,1020,,,Trades - Net Profit/Loss,1020,,
1021,,1021,2019-02-28 00:00:00,21536.55078125,21536.55078125,21364.08984375,21385.16015625,71500.0,,myStrategy,1021,737118.0,Broker,1021,371689.08627037995,944553.6681649075,BuySell,1021,,,Trades - Net Profit/Loss,1021,,
1022,,1022,2019-03-01 00:00:00,21490.01953125,21641.580078125,21490.01953125,21602.689453125,62600.0,,myStrategy,1022,737119.0,Broker,1022,371689.08627037995,950380.8318987122,BuySell,1022,,,Trades - Net Profit/Loss,1022,,
1023,,1023,2019-03-04 00:00:00,21812.810546875,21860.390625,21740.919921875,21822.0390625,59100.0,,myStrategy,1023,737122.0,Broker,1023,371689.08627037995,956256.7580711246,BuySell,1023,,,Trades - Net Profit/Loss,1023,,
1024,,1024,2019-03-05 00:00:00,21712.80078125,21798.380859375,21659.0390625,21726.279296875,59200.0,,myStrategy,1024,737123.0,Broker,1024,371689.08627037995,953691.5503431361,BuySell,1024,,,Trades - Net Profit/Loss,1024,,
1025,,1025,2019-03-06 00:00:00,21659.029296875,21684.599609375,21550.44921875,21596.810546875,57100.0,,myStrategy,1025,737124.0,Broker,1025,371689.08627037995,950223.3480572868,BuySell,1025,,,Trades - Net Profit/Loss,1025,,
1026,,1026,2019-03-07 00:00:00,21456.880859375,21472.16015625,21402.119140625,21456.009765625,75200.0,,myStrategy,1026,737125.0,Broker,1026,371689.08627037995,946451.5838950423,BuySell,1026,,,Trades - Net Profit/Loss,1026,,
1027,,1027,2019-03-08 00:00:00,21339.169921875,21359.3203125,20993.0703125,21025.560546875,99800.0,,myStrategy,1027,737126.0,Broker,1027,371689.08627037995,934920.7321303443,BuySell,1027,,,Trades - Net Profit/Loss,1027,,
1028,,1028,2019-03-11 00:00:00,21062.75,21145.939453125,20938.0,21125.08984375,55600.0,,myStrategy,1028,737129.0,Broker,1028,1497589.1463444487,931691.3147452164,BuySell,1028,,21463.128544921874,Trades - Net Profit/Loss,1028,15477.372187997924,
1029,,1029,2019-03-12 00:00:00,21361.609375,21568.48046875,21348.810546875,21503.689453125,67800.0,,myStrategy,1029,737130.0,Broker,1029,1497589.1463444487,921549.4076776346,BuySell,1029,,,Trades - Net Profit/Loss,1029,,
1030,,1030,2019-03-13 00:00:00,21425.76953125,21474.169921875,21198.990234375,21290.240234375,66200.0,,myStrategy,1030,737131.0,Broker,1030,1497589.1463444487,927267.2744862775,BuySell,1030,,,Trades - Net Profit/Loss,1030,,
1031,,1031,2019-03-14 00:00:00,21474.580078125,21522.75,21287.01953125,21287.01953125,64100.0,,myStrategy,1031,737132.0,Broker,1031,1497589.1463444487,927353.5505176763,BuySell,1031,,,Trades - Net Profit/Loss,1031,,
1032,,1032,2019-03-15 00:00:00,21376.73046875,21521.6796875,21374.849609375,21450.849609375,83200.0,,myStrategy,1032,737133.0,Broker,1032,1497589.1463444487,922964.8787227916,BuySell,1032,,,Trades - Net Profit/Loss,1032,,
1033,,1033,2019-03-18 00:00:00,21576.359375,21612.669921875,21500.3203125,21584.5,55200.0,,myStrategy,1033,737136.0,Broker,1033,1497589.1463444487,919384.6588606993,BuySell,1033,,,Trades - Net Profit/Loss,1033,,
1034,,1034,2019-03-19 00:00:00,21558.4296875,21585.55078125,21425.7890625,21566.849609375,59900.0,,myStrategy,1034,737137.0,Broker,1034,1497589.1463444487,919857.4766264672,BuySell,1034,,,Trades - Net Profit/Loss,1034,,
1035,,1035,2019-03-20 00:00:00,21548.650390625,21614.169921875,21499.16015625,21608.919921875,65300.0,,myStrategy,1035,737138.0,Broker,1035,1497589.1463444487,918730.4992363333,BuySell,1035,,,Trades - Net Profit/Loss,1035,,
1036,,1036,2019-03-22 00:00:00,21713.259765625,21713.259765625,21542.029296875,21627.33984375,78900.0,,myStrategy,1036,737140.0,Broker,1036,1497589.1463444487,918237.0673066048,BuySell,1036,,,Trades - Net Profit/Loss,1036,,
1037,,1037,2019-03-25 00:00:00,21267.41015625,21275.4296875,20911.5703125,20977.109375,77700.0,,myStrategy,1037,737143.0,Broker,1037,1497589.1463444487,935655.4080108098,BuySell,1037,,,Trades - Net Profit/Loss,1037,,
1038,,1038,2019-03-26 00:00:00,21174.33984375,21460.990234375,21174.33984375,21428.390625,101300.0,,myStrategy,1038,737144.0,Broker,1038,1497589.1463444487,923566.508853207,BuySell,1038,,,Trades - Net Profit/Loss,1038,,
1039,,1039,2019-03-27 00:00:00,21353.609375,21388.58984375,21242.51953125,21378.73046875,76000.0,,myStrategy,1039,737145.0,Broker,1039,1497589.1463444487,924896.8025914403,BuySell,1039,,,Trades - Net Profit/Loss,1039,,
1040,,1040,2019-03-28 00:00:00,21191.3203125,21191.3203125,20974.189453125,21033.759765625,71100.0,,myStrategy,1040,737146.0,Broker,1040,1497589.1463444487,934137.8602298984,BuySell,1040,,,Trades - Net Profit/Loss,1040,,
1041,,1041,2019-03-29 00:00:00,21228.509765625,21267.25,21149.419921875,21205.810546875,61600.0,,myStrategy,1041,737147.0,Broker,1041,1497589.1463444487,929528.9726580837,BuySell,1041,,,Trades - Net Profit/Loss,1041,,
1042,,1042,2019-04-01 00:00:00,21500.890625,21682.939453125,21471.119140625,21509.029296875,77400.0,,myStrategy,1042,737150.0,Broker,1042,1497589.1463444487,921406.3642150243,BuySell,1042,,,Trades - Net Profit/Loss,1042,,
1043,,1043,2019-04-02 00:00:00,21744.640625,21744.640625,21490.560546875,21505.310546875,71000.0,,myStrategy,1043,737151.0,Broker,1043,1497589.1463444487,921505.9819007632,BuySell,1043,,,Trades - Net Profit/Loss,1043,,
1044,,1044,2019-04-03 00:00:00,21563.640625,21722.720703125,21489.94921875,21713.2109375,68500.0,,myStrategy,1044,737152.0,Broker,1044,1497589.1463444487,915936.7568175322,BuySell,1044,,,Trades - Net Profit/Loss,1044,,
1045,,1045,2019-04-04 00:00:00,21724.689453125,21787.599609375,21662.900390625,21724.94921875,57900.0,,myStrategy,1045,737153.0,Broker,1045,333702.7149010889,915669.5489087251,BuySell,1045,21337.956884765626,,Trades - Net Profit/Loss,1045,,-18993.185684645567
1046,,1046,2019-04-05 00:00:00,21743.140625,21839.1796875,21731.33984375,21807.5,58500.0,,myStrategy,1046,737154.0,Broker,1046,333702.7149010889,917880.9150355309,BuySell,1046,,,Trades - Net Profit/Loss,1046,,
1047,,1047,2019-04-08 00:00:00,21900.55078125,21900.55078125,21740.529296875,21761.650390625,54600.0,,myStrategy,1047,737157.0,Broker,1047,333702.7149010889,916652.6980330523,BuySell,1047,,,Trades - Net Profit/Loss,1047,,
1048,,1048,2019-04-09 00:00:00,21750.2890625,21811.880859375,21698.419921875,21802.58984375,54300.0,,myStrategy,1048,737158.0,Broker,1048,333702.7149010889,917749.3820198022,BuySell,1048,,,Trades - Net Profit/Loss,1048,,
1049,,1049,2019-04-10 00:00:00,21579.6796875,21687.5703125,21571.669921875,21687.5703125,58700.0,,myStrategy,1049,737159.0,Broker,1049,333702.7149010889,914668.244670453,BuySell,1049,,,Trades - Net Profit/Loss,1049,,
1050,,1050,2019-04-11 00:00:00,21662.650390625,21721.419921875,21627.869140625,21711.380859375,61200.0,,myStrategy,1050,737160.0,Broker,1050,333702.7149010889,915306.0803883325,BuySell,1050,,,Trades - Net Profit/Loss,1050,,
1051,,1051,2019-04-12 00:00:00,21782.349609375,21878.779296875,21698.7109375,21870.560546875,61600.0,,myStrategy,1051,737161.0,Broker,1051,333702.7149010889,919570.1777558303,BuySell,1051,,,Trades - Net Profit/Loss,1051,,
1052,,1052,2019-04-15 00:00:00,22122.970703125,22211.029296875,22102.9296875,22169.109375,66100.0,,myStrategy,1052,737164.0,Broker,1052,333702.7149010889,927567.688569372,BuySell,1052,,,Trades - Net Profit/Loss,1052,,
1053,,1053,2019-04-16 00:00:00,22108.150390625,22261.330078125,22095.3203125,22221.66015625,57300.0,,myStrategy,1053,737165.0,Broker,1053,333702.7149010889,928975.4162229905,BuySell,1053,,,Trades - Net Profit/Loss,1053,,
1054,,1054,2019-04-17 00:00:00,22236.41015625,22345.189453125,22185.869140625,22277.970703125,75400.0,,myStrategy,1054,737166.0,Broker,1054,333702.7149010889,930483.8602868228,BuySell,1054,,,Trades - Net Profit/Loss,1054,,
1055,,1055,2019-04-18 00:00:00,22274.130859375,22305.630859375,22058.390625,22090.119140625,67300.0,,myStrategy,1055,737167.0,Broker,1055,333702.7149010889,925451.7021910441,BuySell,1055,,,Trades - Net Profit/Loss,1055,,
1056,,1056,2019-04-19 00:00:00,22238.0703125,22250.369140625,22162.23046875,22200.560546875,0.0,,myStrategy,1056,737168.0,Broker,1056,333702.7149010889,928410.2009608913,BuySell,1056,,,Trades - Net Profit/Loss,1056,,
1057,,1057,2019-04-22 00:00:00,22188.619140625,22280.189453125,22099.380859375,22217.900390625,42900.0,,myStrategy,1057,737171.0,Broker,1057,333702.7149010889,928874.6998127766,BuySell,1057,,,Trades - Net Profit/Loss,1057,,
1058,,1058,2019-04-23 00:00:00,22241.740234375,22268.369140625,22119.939453125,22259.740234375,52000.0,,myStrategy,1058,737172.0,Broker,1058,333702.7149010889,929995.5034177648,BuySell,1058,,,Trades - Net Profit/Loss,1058,,
1059,,1059,2019-04-24 00:00:00,22356.830078125,22362.919921875,22125.48046875,22200.0,67900.0,,myStrategy,1059,737173.0,Broker,1059,333702.7149010889,928395.1850597323,BuySell,1059,,,Trades - Net Profit/Loss,1059,,
1060,,1060,2019-04-25 00:00:00,22183.3203125,22334.689453125,22155.23046875,22307.580078125,63300.0,,myStrategy,1060,737174.0,Broker,1060,333702.7149010889,931277.0347173905,BuySell,1060,,,Trades - Net Profit/Loss,1060,,
1061,,1061,2019-04-26 00:00:00,22167.48046875,22270.2890625,22073.099609375,22258.73046875,71900.0,,myStrategy,1061,737175.0,Broker,1061,333702.7149010889,929968.4538675931,BuySell,1061,,,Trades - Net Profit/Loss,1061,,
1062,,1062,2019-05-07 00:00:00,22184.400390625,22190.490234375,21875.109375,21923.720703125,90700.0,,myStrategy,1062,737186.0,Broker,1062,333702.7149010889,920994.2293159354,BuySell,1062,,,Trades - Net Profit/Loss,1062,,
1063,,1063,2019-05-08 00:00:00,21628.0390625,21639.119140625,21514.849609375,21602.58984375,85700.0,,myStrategy,1063,737187.0,Broker,1063,1507698.452216367,929009.3749189028,BuySell,1063,,21963.705927734372,Trades - Net Profit/Loss,1063,5054.652935959222,
1064,,1064,2019-05-09 00:00:00,21492.91015625,21559.759765625,21315.0703125,21402.130859375,96900.0,,myStrategy,1064,737188.0,Broker,1064,1507698.452216367,934379.2599902299,BuySell,1064,,,Trades - Net Profit/Loss,1064,,
1065,,1065,2019-05-10 00:00:00,21431.810546875,21584.08984375,21175.330078125,21344.919921875,98500.0,,myStrategy,1065,737189.0,Broker,1065,1507698.452216367,935911.8236723003,BuySell,1065,,,Trades - Net Profit/Loss,1065,,
1066,,1066,2019-05-13 00:00:00,21180.740234375,21277.66015625,21127.9296875,21191.279296875,74500.0,,myStrategy,1066,737192.0,Broker,1066,1507698.452216367,940027.5409154521,BuySell,1066,,,Trades - Net Profit/Loss,1066,,
1067,,1067,2019-05-14 00:00:00,20870.76953125,21077.48046875,20751.44921875,21067.23046875,90200.0,,myStrategy,1067,737193.0,Broker,1067,1507698.452216367,943350.5546099539,BuySell,1067,,,Trades - Net Profit/Loss,1067,,
1068,,1068,2019-05-15 00:00:00,21112.849609375,21191.529296875,20968.080078125,21188.560546875,84100.0,,myStrategy,1068,737194.0,Broker,1068,1507698.452216367,940100.3706520847,BuySell,1068,,,Trades - Net Profit/Loss,1068,,
1069,,1069,2019-05-16 00:00:00,21153.19921875,21153.19921875,20951.669921875,21062.98046875,82500.0,,myStrategy,1069,737195.0,Broker,1069,1507698.452216367,943464.4033936554,BuySell,1069,,,Trades - Net Profit/Loss,1069,,
1070,,1070,2019-05-17 00:00:00,21246.859375,21398.849609375,21199.98046875,21250.08984375,75800.0,,myStrategy,1070,737196.0,Broker,1070,1507698.452216367,938452.1269788542,BuySell,1070,,,Trades - Net Profit/Loss,1070,,
1071,,1071,2019-05-20 00:00:00,21305.970703125,21430.060546875,21282.650390625,21301.73046875,65100.0,,myStrategy,1071,737199.0,Broker,1071,1507698.452216367,937068.7805445394,BuySell,1071,,,Trades - Net Profit/Loss,1071,,
1072,,1072,2019-05-21 00:00:00,21211.259765625,21318.80078125,21160.4296875,21272.44921875,70100.0,,myStrategy,1072,737200.0,Broker,1072,1507698.452216367,937853.1651793066,BuySell,1072,,,Trades - Net Profit/Loss,1072,,
1073,,1073,2019-05-22 00:00:00,21373.51953125,21404.5390625,21266.98046875,21283.369140625,64500.0,,myStrategy,1073,737201.0,Broker,1073,1507698.452216367,937560.642867875,BuySell,1073,,,Trades - Net Profit/Loss,1073,,
1074,,1074,2019-05-23 00:00:00,21180.240234375,21209.560546875,21072.720703125,21151.140625,63900.0,,myStrategy,1074,737202.0,Broker,1074,1507698.452216367,941102.7736148319,BuySell,1074,,,Trades - Net Profit/Loss,1074,,
1075,,1075,2019-05-24 00:00:00,20980.7890625,21117.220703125,20922.0,21117.220703125,67700.0,,myStrategy,1075,737203.0,Broker,1075,1507698.452216367,942011.4187557072,BuySell,1075,,,Trades - Net Profit/Loss,1075,,
1076,,1076,2019-05-27 00:00:00,21148.4609375,21232.380859375,21113.759765625,21182.580078125,41600.0,,myStrategy,1076,737206.0,Broker,1076,1507698.452216367,940260.5751445912,BuySell,1076,,,Trades - Net Profit/Loss,1076,,
1077,,1077,2019-05-28 00:00:00,21187.169921875,21297.69921875,21177.26953125,21260.140625,98500.0,,myStrategy,1077,737207.0,Broker,1077,1507698.452216367,938182.8871622512,BuySell,1077,,,Trades - Net Profit/Loss,1077,,
1078,,1078,2019-05-29 00:00:00,21055.419921875,21071.73046875,20884.609375,21003.369140625,70000.0,,myStrategy,1078,737208.0,Broker,1078,1507698.452216367,945061.2686176237,BuySell,1078,,,Trades - Net Profit/Loss,1078,,
1079,,1079,2019-05-30 00:00:00,20881.5,20942.529296875,20809.2890625,20942.529296875,58700.0,,myStrategy,1079,737209.0,Broker,1079,1507698.452216367,946691.0432556305,BuySell,1079,,,Trades - Net Profit/Loss,1079,,
1080,,1080,2019-05-31 00:00:00,20785.2109375,20823.099609375,20581.580078125,20601.189453125,79100.0,,myStrategy,1080,737210.0,Broker,1080,1507698.452216367,955834.8376179392,BuySell,1080,,,Trades - Net Profit/Loss,1080,,
1081,,1081,2019-06-03 00:00:00,20327.869140625,20438.029296875,20305.740234375,20410.880859375,67400.0,,myStrategy,1081,737213.0,Broker,1081,1507698.452216367,960932.8145417954,BuySell,1081,,,Trades - Net Profit/Loss,1081,,
1082,,1082,2019-06-04 00:00:00,20435.859375,20464.5703125,20289.640625,20408.5390625,69200.0,,myStrategy,1082,737214.0,Broker,1082,1507698.452216367,960995.5464773,BuySell,1082,,,Trades - Net Profit/Loss,1082,,
1083,,1083,2019-06-05 00:00:00,20667.890625,20800.640625,20646.150390625,20776.099609375,72300.0,,myStrategy,1083,737215.0,Broker,1083,1507698.452216367,951149.3532541489,BuySell,1083,,,Trades - Net Profit/Loss,1083,,
1084,,1084,2019-06-06 00:00:00,20745.83984375,20842.279296875,20745.83984375,20774.0390625,59600.0,,myStrategy,1084,737216.0,Broker,1084,1507698.452216367,951204.5510789674,BuySell,1084,,,Trades - Net Profit/Loss,1084,,
1085,,1085,2019-06-07 00:00:00,20859.779296875,20907.76953125,20816.580078125,20884.7109375,50700.0,,myStrategy,1085,737217.0,Broker,1085,1507698.452216367,948239.8785239747,BuySell,1085,,,Trades - Net Profit/Loss,1085,,
1086,,1086,2019-06-10 00:00:00,21095.400390625,21166.119140625,21077.94921875,21134.419921875,58200.0,,myStrategy,1086,737220.0,Broker,1086,1507698.452216367,941550.686959165,BuySell,1086,,,Trades - Net Profit/Loss,1086,,
1087,,1087,2019-06-11 00:00:00,21099.5390625,21227.1796875,21066.619140625,21204.279296875,52100.0,,myStrategy,1087,737221.0,Broker,1087,374836.7739367059,942855.928576002,BuySell,1087,20750.619853515625,,Trades - Net Profit/Loss,1087,20567.029517808547,
1088,,1088,2019-06-12 00:00:00,21130.390625,21259.69921875,21118.75,21129.720703125,56500.0,,myStrategy,1088,737222.0,Broker,1088,374836.7739367059,940858.6567611938,BuySell,1088,,,Trades - Net Profit/Loss,1088,,
1089,,1089,2019-06-13 00:00:00,21040.91015625,21111.23046875,20932.130859375,21032.0,65700.0,,myStrategy,1089,737223.0,Broker,1089,374836.7739367059,938240.9195392549,BuySell,1089,,,Trades - Net Profit/Loss,1089,,
1090,,1090,2019-06-14 00:00:00,21049.41015625,21119.73046875,20971.1796875,21116.890625,60400.0,,myStrategy,1090,737224.0,Broker,1090,374836.7739367059,940514.9652813522,BuySell,1090,,,Trades - Net Profit/Loss,1090,,
1091,,1091,2019-06-17 00:00:00,21094.9609375,21185.25,21044.619140625,21124.0,49100.0,,myStrategy,1091,737227.0,Broker,1091,374836.7739367059,940705.4108570294,BuySell,1091,,,Trades - Net Profit/Loss,1091,,
1092,,1092,2019-06-18 00:00:00,21111.76953125,21153.650390625,20924.189453125,20972.7109375,54600.0,,myStrategy,1092,737228.0,Broker,1092,374836.7739367059,936652.6871504479,BuySell,1092,,,Trades - Net Profit/Loss,1092,,
1093,,1093,2019-06-19 00:00:00,21223.169921875,21358.720703125,21213.4296875,21333.869140625,64100.0,,myStrategy,1093,737229.0,Broker,1093,374836.7739367059,946327.3747150633,BuySell,1093,,,Trades - Net Profit/Loss,1093,,
1094,,1094,2019-06-20 00:00:00,21417.740234375,21491.390625,21377.26953125,21462.859375,55700.0,,myStrategy,1094,737230.0,Broker,1094,374836.7739367059,949782.7585487034,BuySell,1094,,,Trades - Net Profit/Loss,1094,,
1095,,1095,2019-06-21 00:00:00,21487.669921875,21497.8203125,21221.69921875,21258.640625,89000.0,,myStrategy,1095,737231.0,Broker,1095,374836.7739367059,944312.1570671625,BuySell,1095,,,Trades - Net Profit/Loss,1095,,
1096,,1096,2019-06-24 00:00:00,21223.560546875,21317.859375,21185.669921875,21285.990234375,43200.0,,myStrategy,1096,737234.0,Broker,1096,374836.7739367059,945044.7970111755,BuySell,1096,,,Trades - Net Profit/Loss,1096,,
1097,,1097,2019-06-25 00:00:00,21238.0703125,21313.76953125,21114.470703125,21193.810546875,53900.0,,myStrategy,1097,737235.0,Broker,1097,374836.7739367059,942575.492233796,BuySell,1097,,,Trades - Net Profit/Loss,1097,,
1098,,1098,2019-06-26 00:00:00,21067.6796875,21129.640625,21035.83984375,21086.58984375,50300.0,,myStrategy,1098,737236.0,Broker,1098,374836.7739367059,939703.2694953476,BuySell,1098,,,Trades - Net Profit/Loss,1098,,
1099,,1099,2019-06-27 00:00:00,21156.880859375,21338.169921875,21123.970703125,21338.169921875,61300.0,,myStrategy,1099,737237.0,Broker,1099,374836.7739367059,946442.5838243053,BuySell,1099,,,Trades - Net Profit/Loss,1099,,
1100,,1100,2019-06-28 00:00:00,21282.220703125,21324.9296875,21199.849609375,21275.919921875,62100.0,,myStrategy,1100,737238.0,Broker,1100,374836.7739367059,944775.0339924416,BuySell,1100,,,Trades - Net Profit/Loss,1100,,
1101,,1101,2019-07-01 00:00:00,21566.26953125,21758.33984375,21559.169921875,21729.970703125,66900.0,,myStrategy,1101,737241.0,Broker,1101,374836.7739367059,956938.1232122175,BuySell,1101,,,Trades - Net Profit/Loss,1101,,
1102,,1102,2019-07-02 00:00:00,21699.4296875,21784.220703125,21697.310546875,21754.26953125,54700.0,,myStrategy,1102,737242.0,Broker,1102,374836.7739367059,957589.0389833713,BuySell,1102,,,Trades - Net Profit/Loss,1102,,
1103,,1103,2019-07-03 00:00:00,21684.0703125,21708.720703125,21566.650390625,21638.16015625,55000.0,,myStrategy,1103,737243.0,Broker,1103,374836.7739367059,954478.7069551134,BuySell,1103,,,Trades - Net Profit/Loss,1103,,
1104,,1104,2019-07-04 00:00:00,21740.9296875,21755.630859375,21672.5,21702.44921875,37800.0,,myStrategy,1104,737244.0,Broker,1104,374836.7739367059,956200.8790894516,BuySell,1104,,,Trades - Net Profit/Loss,1104,,
1105,,1105,2019-07-05 00:00:00,21703.609375,21746.380859375,21647.73046875,21746.380859375,44800.0,,myStrategy,1105,737245.0,Broker,1105,374836.7739367059,957377.717642668,BuySell,1105,,,Trades - Net Profit/Loss,1105,,
1106,,1106,2019-07-08 00:00:00,21665.7890625,21672.650390625,21499.5703125,21534.349609375,51900.0,,myStrategy,1106,737248.0,Broker,1106,374836.7739367059,951697.8353087344,BuySell,1106,,,Trades - Net Profit/Loss,1106,,
1107,,1107,2019-07-09 00:00:00,21598.150390625,21687.2890625,21508.220703125,21565.150390625,53900.0,,myStrategy,1107,737249.0,Broker,1107,374836.7739367059,952522.9250692921,BuySell,1107,,,Trades - Net Profit/Loss,1107,,
1108,,1108,2019-07-10 00:00:00,21499.4609375,21601.859375,21488.220703125,21533.48046875,58900.0,,myStrategy,1108,737250.0,Broker,1108,374836.7739367059,951674.5528139058,BuySell,1108,,,Trades - Net Profit/Loss,1108,,
